"full_name","a","e","i","om","w","q","epoch","ma","t_jup"
"236894 (2007 TN14)",3.979,0.1524,3.88,74.64,3.41,3.373,2460000.5,292.24,3.03
"236925 (2007 TH165)",3.977,0.2674,2.87,177.18,216.68,2.914,2460000.5,344.95,2.99
"236973 (2008 CK157)",3.98,0.0766,10.62,187.69,347.50,3.675,2460000.5,297.16,3.02
"237053 (2008 SD149)",3.956,0.0494,10.76,84.38,16.03,3.761,2460000.5,209.81,3.03
"237253 (2008 WA72)",3.999,0.2459,5.22,321.96,107.50,3.016,2460000.5,276.70,2.99
"237255 (2008 WA77)",3.97,0.2197,4.06,112.17,288.67,3.098,2460000.5,303.90,3.01
"237278 (2008 XG5)",3.974,0.2325,7.41,309.69,80.09,3.050,2460000.5,310.35,3
"237310 (2008 YJ110)",3.98,0.1176,9.06,350.92,248.01,3.512,2460000.5,231.80,3.02
"237323 (2009 BP88)",3.958,0.0986,6.47,137.95,122.68,3.567,2460000.5,161.31,3.04
"237849 (2002 GS41)",3.955,0.1464,10.09,344.31,247.48,3.376,2460000.5,202.76,3.01
"237858 (2002 GB129)",3.967,0.0935,11.63,13.96,231.38,3.596,2460000.5,183.21,3.02
"237861 (2002 GF133)",3.943,0.1145,2.15,206.60,24.52,3.492,2460000.5,215.47,3.05
"238114 (2003 MX)",3.939,0.1641,11.89,140.59,99.14,3.293,2460000.5,202.61,3
"238154 (2003 ST50)",3.958,0.1874,8.54,208.51,180.73,3.216,2460000.5,141.69,3.01
"238560 (2004 XO44)",3.983,0.2553,3.74,68.05,343.48,2.967,2460000.5,117.46,3
"238804 (2005 LH53)",3.95,0.2215,3.50,151.65,152.07,3.075,2460000.5,121.46,3.01
"238818 (2005 PO23)",3.962,0.1183,8.51,30.61,260.10,3.493,2460000.5,119.09,3.03
"238819 (2005 QL1)",3.94,0.1769,7.15,168.80,152.22,3.243,2460000.5,88.38,3.02
"238827 (2005 SE85)",3.962,0.1780,1.46,179.55,102.77,3.257,2460000.5,144.17,3.03
"238829 (2005 SZ185)",3.979,0.2336,9.63,170.96,137.72,3.050,2460000.5,112.51,2.98
"238834 (2005 TN134)",3.979,0.1980,2.58,197.62,101.79,3.191,2460000.5,130.57,3.02
"238847 (2005 UR279)",3.978,0.1308,2.49,186.77,5.10,3.457,2460000.5,286.81,3.04
"239213 (2006 QS55)",3.984,0.2660,2.75,18.64,356.70,2.924,2460000.5,15.27,2.99
"239341 (2007 RM107)",3.995,0.2984,3.48,176.69,235.78,2.803,2460000.5,304.34,2.97
"239531 (2008 RK96)",3.997,0.2063,7.27,11.40,82.34,3.172,2460000.5,236.06,3
"239692 (2008 YV124)",3.909,0.1905,2.30,0.53,260.21,3.165,2460000.5,166.85,3.03
"239845 (1999 TX132)",3.961,0.2785,2.29,344.22,37.79,2.858,2460000.5,347.53,2.99
"240134 (2002 JC34)",3.953,0.1424,15.41,58.62,180.55,3.390,2460000.5,230.99,2.98
"241093 (2006 VV57)",3.963,0.1379,3.98,118.53,108.32,3.417,2460000.5,217.46,3.04
"241376 (2008 RK108)",3.96,0.3132,8.42,205.46,222.59,2.720,2460000.5,273.52,2.95
"241528 Tubman (2010 CA10)",3.962,0.1310,3.59,56.89,199.32,3.443,2460000.5,203.67,3.04
"241563 (1981 EZ5)",3.938,0.1611,8.06,248.16,269.84,3.304,2460000.5,143.54,3.02
"241994 (2002 NK42)",3.94,0.2917,5.50,350.70,17.08,2.791,2460000.5,198.38,2.98
"242008 (2002 PY81)",3.956,0.3025,6.44,323.57,32.06,2.759,2460000.5,206.80,2.97
"242016 (2002 PZ160)",3.953,0.3064,7.97,131.04,229.20,2.742,2460000.5,200.01,2.96
"242148 (2003 CR4)",3.971,0.2251,8.57,207.39,277.75,3.077,2460000.5,198.52,2.99
"242149 (2003 CP5)",3.955,0.2307,8.44,336.65,145.21,3.042,2460000.5,202.79,2.99
"242159 (2003 FK28)",3.94,0.2424,10.58,89.35,204.38,2.985,2460000.5,126.38,2.98
"242178 (2003 HV31)",3.943,0.2122,8.56,198.03,96.61,3.106,2460000.5,139.89,3
"242290 (2003 UK189)",3.968,0.1835,8.45,16.03,27.28,3.240,2460000.5,160.38,3.01
"242309 (2003 WG90)",3.971,0.2584,3.44,177.24,212.46,2.945,2460000.5,171.49,3
"242321 (2003 WB170)",3.991,0.2736,11.48,139.92,234.35,2.900,2460000.5,179.88,2.96
"242370 (2004 CM74)",3.97,0.1285,13.07,288.74,237.64,3.460,2460000.5,121.03,3
"242451 (2004 QS14)",3.96,0.2645,10.45,292.40,340.34,2.913,2460000.5,164.29,2.97
"242656 (2005 QC41)",3.968,0.2141,6.50,210.49,130.21,3.118,2460000.5,84.01,3.01
"242682 (2005 SW230)",3.942,0.1745,2.48,196.06,103.75,3.254,2460000.5,135.93,3.03
"242851 (2006 FJ12)",3.967,0.1684,3.28,161.65,127.91,3.299,2460000.5,336.17,3.03
"242996 (2006 TE9)",3.942,0.1449,11.36,38.25,292.49,3.370,2460000.5,84.46,3.01
"243267 (2008 AM10)",3.952,0.1242,9.30,133.17,56.88,3.461,2460000.5,278.00,3.02
"243438 (2009 DV66)",3.922,0.1609,1.36,202.89,355.80,3.291,2460000.5,257.15,3.04
"244397 (2002 PY114)",3.972,0.2705,2.87,171.88,205.08,2.898,2460000.5,191.83,2.99
"244438 (2002 RX44)",3.992,0.2314,9.65,152.11,236.42,3.069,2460000.5,182.86,2.98
"244488 (2002 TV19)",3.968,0.2517,3.06,24.77,314.18,2.969,2460000.5,228.48,3
"244921 (2003 WU165)",3.944,0.1276,3.55,96.04,239.39,3.440,2460000.5,241.48,3.04
"245007 (2004 CV72)",3.971,0.0329,12.65,131.22,28.84,3.841,2460000.5,129.97,3.01
"245093 (2004 PC24)",3.949,0.2054,10.32,308.35,322.94,3.138,2460000.5,162.50,3
"245216 (2004 XG5)",3.98,0.2537,2.51,298.29,127.82,2.970,2460000.5,113.01,3
"245578 (2005 UQ336)",3.993,0.0924,3.31,110.32,136.83,3.624,2460000.5,218.10,3.04
"246178 (2007 RD38)",3.962,0.1837,9.15,156.04,225.75,3.234,2460000.5,337.85,3.01
"246496 (2008 AO17)",3.947,0.0804,2.08,257.84,352.04,3.630,2460000.5,224.82,3.05
"246497 (2008 AP17)",3.958,0.0720,4.44,148.59,121.88,3.673,2460000.5,198.31,3.05
"246578 (2008 UH5)",3.933,0.2669,14.64,168.17,232.13,2.883,2460000.5,313.39,2.94
"246726 (2009 BR48)",3.94,0.1166,12.25,331.40,274.29,3.480,2460000.5,206.84,3.01
"246786 (2009 DV77)",3.909,0.1596,3.52,166.40,23.09,3.285,2460000.5,275.00,3.04
"247405 (2002 CU1)",3.982,0.2316,10.00,89.16,5.11,3.060,2460000.5,257.29,2.98
"247507 (2002 PV103)",3.973,0.3045,11.25,198.31,160.07,2.763,2460000.5,194.26,2.94
"247553 Berndpauli (2002 RV234)",3.974,0.1545,8.68,347.30,15.02,3.360,2460000.5,196.46,3.02
"247563 (2002 SY24)",3.967,0.1656,7.96,351.75,0.25,3.310,2460000.5,217.21,3.02
"247879 (2003 UR161)",3.946,0.2676,1.47,150.69,237.00,2.890,2460000.5,176.45,3
"247893 (2003 UX228)",3.997,0.2692,7.94,246.48,136.96,2.921,2460000.5,166.20,2.97
"247900 (2003 UL275)",3.935,0.3067,2.28,14.70,350.38,2.728,2460000.5,192.79,2.98
"247920 (2003 WF65)",3.984,0.2411,2.16,211.02,171.13,3.023,2460000.5,179.24,3
"248004 (2004 EG34)",3.951,0.1695,7.70,188.10,320.55,3.282,2460000.5,167.92,3.02
"248430 (2005 SM284)",3.963,0.1315,10.02,74.69,149.83,3.441,2460000.5,220.56,3.02
"248571 (2006 AL87)",3.889,0.1160,2.39,80.63,297.48,3.438,2460000.5,175.49,3.05
"248945 (2006 WH146)",3.965,0.1696,8.05,270.05,323.66,3.293,2460000.5,223.73,3.02
"249017 (2007 RE119)",3.969,0.1961,8.61,10.96,27.97,3.191,2460000.5,315.83,3
"249182 (2008 CW119)",3.964,0.1012,8.19,232.45,319.45,3.563,2460000.5,298.58,3.03
"249246 (2008 RS4)",3.977,0.1220,1.71,310.63,168.62,3.492,2460000.5,187.79,3.04
"249266 (2008 SD127)",3.974,0.2614,4.45,218.78,185.02,2.935,2460000.5,281.71,2.99
"249275 (2008 SU203)",3.962,0.2117,3.79,144.06,253.56,3.123,2460000.5,294.29,3.02
"249284 (2008 SF300)",3.944,0.2265,1.72,262.35,144.70,3.051,2460000.5,291.52,3.02
"249302 Ajoie (2008 UM7)",3.921,0.3006,5.61,138.53,258.29,2.743,2460000.5,317.35,2.98
"249324 (2008 UR259)",3.965,0.2409,1.78,241.37,189.77,3.010,2460000.5,284.26,3.01
"249391 (2009 BU108)",3.943,0.1108,14.34,354.77,247.64,3.506,2460000.5,218.55,3
"249416 (2009 DN69)",3.93,0.1188,4.17,326.83,228.63,3.463,2460000.5,257.90,3.04
"250124 (2002 PY47)",3.961,0.3072,9.14,229.35,119.44,2.744,2460000.5,212.79,2.95
"250125 (2002 PL74)",3.928,0.2040,7.59,263.03,96.96,3.127,2460000.5,212.50,3.01
"250128 (2002 PV155)",3.981,0.2828,2.71,13.95,347.61,2.855,2460000.5,187.06,2.98
"250132 (2002 QC52)",3.957,0.2840,2.99,28.56,326.31,2.833,2460000.5,206.66,2.98
"250136 (2002 QS131)",3.966,0.1634,4.00,15.93,359.93,3.318,2460000.5,182.97,3.03
"250139 (2002 RK68)",3.935,0.1807,7.96,260.98,76.32,3.224,2460000.5,225.13,3.02
"250142 (2002 RN79)",3.988,0.1816,2.83,347.89,30.82,3.264,2460000.5,190.63,3.02
"250576 (2004 YB25)",3.977,0.1568,7.86,297.23,80.67,3.353,2460000.5,188.45,3.02
"250962 (2006 DU106)",3.981,0.1118,1.94,219.39,153.20,3.536,2460000.5,207.56,3.04
"251338 (2007 EM181)",3.926,0.1160,12.33,21.91,344.35,3.471,2460000.5,220.33,3.01
"251692 (1995 WX12)",3.938,0.2183,4.62,130.38,255.35,3.079,2460000.5,201.55,3.01
"252224 (2001 NX16)",3.995,0.2401,6.20,0.89,352.65,3.036,2460000.5,226.33,2.99
"252245 (2001 QJ62)",3.999,0.2473,3.79,297.85,46.40,3.011,2460000.5,248.07,3
"252274 (2001 QR226)",3.983,0.1512,8.94,216.66,131.18,3.380,2460000.5,257.93,3.02
"252312 (2001 RO104)",3.994,0.1801,2.48,2.16,298.78,3.275,2460000.5,275.37,3.02
"252466 (2001 TC255)",3.986,0.1600,11.94,58.51,109.42,3.348,2460000.5,108.28,3
"253007 (2002 RD81)",3.994,0.2381,4.17,157.03,231.67,3.043,2460000.5,187.91,3
"253012 (2002 RD114)",3.966,0.2474,3.82,107.01,261.49,2.985,2460000.5,209.27,3
"253026 (2002 RZ247)",3.975,0.1932,9.49,157.23,191.70,3.207,2460000.5,216.93,3
"253037 (2002 SR19)",3.947,0.2991,17.63,50.77,306.28,2.766,2460000.5,233.77,2.9
"253040 (2002 SJ27)",3.945,0.3263,7.07,155.79,184.88,2.658,2460000.5,236.25,2.95
"253041 (2002 SV32)",3.979,0.2527,8.30,207.93,154.35,2.974,2460000.5,215.00,2.98
"253043 (2002 SE37)",3.973,0.1568,4.41,94.55,284.14,3.350,2460000.5,212.43,3.03
"253068 (2002 TB96)",3.974,0.1730,7.99,319.98,10.43,3.286,2460000.5,244.86,3.01
"253082 (2002 TN210)",3.989,0.2408,11.07,200.36,148.10,3.028,2460000.5,226.61,2.97
"253102 (2002 TG377)",3.967,0.1295,9.28,158.55,177.77,3.453,2460000.5,256.25,3.02
"253966 (2004 DQ59)",3.964,0.1448,6.50,84.71,36.26,3.391,2460000.5,181.88,3.03
"254010 (2004 FM24)",3.982,0.2586,17.06,327.25,276.02,2.952,2460000.5,109.97,2.92
"254490 (2005 EP33)",3.941,0.1156,3.77,61.51,127.80,3.486,2460000.5,89.15,3.04
"255525 (2006 DU215)",3.975,0.1321,8.29,15.36,325.63,3.450,2460000.5,251.58,3.02
"255981 (2006 TJ75)",3.978,0.1999,9.95,80.45,273.66,3.183,2460000.5,50.46,3
"256542 (2007 GG54)",3.987,0.1958,10.50,164.86,175.06,3.207,2460000.5,246.06,2.99
"257378 (2009 RN9)",3.953,0.0658,1.61,337.08,10.70,3.693,2460000.5,276.76,3.06
"257456 (1981 DA3)",3.967,0.1432,7.46,277.56,253.27,3.399,2460000.5,117.33,3.02
"258141 (2001 RF112)",3.966,0.1949,2.18,50.48,287.47,3.193,2460000.5,267.50,3.02
"258144 (2001 RW120)",3.975,0.2534,3.69,27.94,319.22,2.967,2460000.5,261.08,3
"258148 (2001 RY149)",3.989,0.2091,4.06,111.76,222.78,3.155,2460000.5,260.70,3.01
"258308 (2001 US169)",3.983,0.1469,7.37,282.22,24.52,3.398,2460000.5,307.70,3.02
"258913 (2002 QM132)",3.922,0.0895,3.79,57.59,323.95,3.570,2460000.5,180.58,3.05
"259183 (2003 AK16)",3.973,0.1200,10.41,254.49,305.34,3.496,2460000.5,81.79,3.02
"259258 (2003 CG6)",3.992,0.2002,7.44,110.10,11.33,3.193,2460000.5,196.24,3
"259425 (2003 RZ20)",3.988,0.2510,3.61,53.08,355.14,2.987,2460000.5,127.25,3
"259523 (2003 UA24)",3.987,0.1989,3.19,224.96,129.10,3.194,2460000.5,183.06,3.02
"259591 (2003 UV244)",3.94,0.2925,3.65,121.17,276.32,2.788,2460000.5,174.80,2.98
"259801 (2004 BR81)",3.94,0.1079,12.09,100.20,84.26,3.515,2460000.5,106.81,3.01
"259869 (2004 CC117)",3.955,0.1460,4.01,124.26,350.73,3.378,2460000.5,164.08,3.04
"259897 (2004 DR58)",3.968,0.0995,7.57,338.83,223.64,3.573,2460000.5,100.27,3.03
"259935 (2004 EB45)",3.935,0.0605,0.88,156.49,331.51,3.697,2460000.5,192.55,3.06
"260370 (2004 VN)",3.945,0.2219,4.04,84.65,341.90,3.070,2460000.5,106.58,3.01
"260613 (2005 GM28)",3.99,0.0779,6.54,330.36,314.67,3.679,2460000.5,323.65,3.04
"261880 (2006 HD3)",3.93,0.0732,5.50,91.81,164.21,3.642,2460000.5,18.85,3.05
"261919 (2006 KF31)",3.939,0.1849,6.53,46.78,199.19,3.210,2460000.5,43.22,3.02
"262912 (2007 CW52)",3.968,0.1381,2.80,178.15,304.36,3.420,2460000.5,30.00,3.04
"263709 (2008 HX33)",3.952,0.2906,11.74,92.73,248.38,2.803,2460000.5,240.00,2.95
"263793 (2008 QE37)",3.933,0.2001,2.59,322.33,150.90,3.146,2460000.5,204.02,3.02
"263813 (2008 RD122)",4,0.0610,1.49,99.44,318.10,3.756,2460000.5,235.58,3.05
"264008 (2009 OM19)",3.949,0.2263,2.36,300.90,28.90,3.055,2460000.5,260.88,3.01
"264027 (2009 QN12)",3.984,0.1662,3.35,223.76,69.89,3.322,2460000.5,292.18,3.03
"264029 (2009 QB22)",3.971,0.2831,4.46,166.65,171.49,2.846,2460000.5,255.94,2.98
"264030 (2009 QX25)",3.99,0.2684,5.61,152.87,177.81,2.919,2460000.5,251.17,2.98
"264034 (2009 QX39)",3.966,0.2955,9.08,251.73,77.60,2.794,2460000.5,257.21,2.96
"264115 (2009 SR354)",3.966,0.0604,6.82,64.46,76.06,3.726,2460000.5,136.19,3.04
"264595 (2001 UX13)",3.981,0.1872,11.33,90.41,354.49,3.235,2460000.5,233.84,2.99
"264990 (2003 DR4)",3.961,0.2194,12.70,92.17,24.19,3.092,2460000.5,217.51,2.97
"265268 (2004 FL27)",3.933,0.1515,1.46,239.55,253.79,3.337,2460000.5,190.85,3.04
"265511 (2005 JZ183)",3.944,0.0831,6.64,93.96,110.55,3.617,2460000.5,122.32,3.04
"266591 (2008 HX68)",3.948,0.2448,8.98,187.42,121.91,2.982,2460000.5,273.01,2.99
"266649 (2008 SG287)",3.953,0.0866,8.96,339.75,107.97,3.610,2460000.5,244.29,3.03
"266788 (2009 SN264)",3.98,0.0948,5.26,105.03,355.92,3.603,2460000.5,172.37,3.04
"266893 (2009 WA76)",3.95,0.1926,3.36,162.01,298.67,3.189,2460000.5,224.75,3.02
"267714 (2003 BS19)",3.988,0.2062,14.15,347.72,144.04,3.166,2460000.5,192.09,2.97
"267717 (2003 BZ47)",3.999,0.1928,13.10,144.67,347.80,3.228,2460000.5,189.42,2.98
"267719 (2003 BX91)",3.952,0.2302,12.36,34.83,70.43,3.042,2460000.5,215.55,2.97
"268455 (2005 WE85)",3.984,0.2182,10.33,41.51,247.95,3.115,2460000.5,137.06,2.99
"269294 (2008 SJ37)",3.928,0.1355,1.91,42.03,47.59,3.396,2460000.5,247.13,3.04
"269332 (2008 TK6)",3.978,0.2484,10.47,55.68,14.04,2.990,2460000.5,270.61,2.97
"269345 (2008 TG106)",3.973,0.1668,3.28,16.65,59.82,3.310,2460000.5,257.70,3.03
"269368 (2008 WL49)",3.982,0.1747,4.97,152.84,231.27,3.287,2460000.5,307.47,3.02
"269509 (2009 UQ98)",3.968,0.1932,3.96,81.09,26.13,3.201,2460000.5,203.16,3.02
"269522 (2009 UP152)",3.966,0.2811,7.75,333.07,117.81,2.851,2460000.5,223.98,2.97
"269525 (2009 VB27)",3.94,0.2022,1.69,313.10,138.58,3.143,2460000.5,222.44,3.02
"269576 (2009 WT198)",3.944,0.2648,5.08,165.96,286.27,2.900,2460000.5,234.16,2.99
"269611 (2010 CQ191)",3.941,0.1662,1.92,334.25,119.59,3.286,2460000.5,226.26,3.04
"269624 (2010 VQ180)",3.914,0.1189,3.84,72.98,243.10,3.449,2460000.5,303.53,3.05
"270295 (2001 VK115)",3.967,0.1930,10.77,252.18,233.13,3.201,2460000.5,210.73,3
"270356 (2001 YU49)",3.958,0.2419,7.57,285.86,170.38,3.000,2460000.5,244.77,2.99
"270358 (2001 YN54)",3.97,0.2793,2.88,282.18,157.48,2.861,2460000.5,241.39,2.99
"270396 (2002 AF188)",3.946,0.2134,1.69,315.36,112.25,3.104,2460000.5,284.53,3.02
"270875 (2002 TF156)",3.954,0.1650,9.38,277.99,89.13,3.302,2460000.5,208.82,3.01
"271074 (2003 KB32)",3.978,0.2407,9.65,149.95,171.14,3.020,2460000.5,110.28,2.98
"271440 (2004 DS61)",3.951,0.1528,3.08,17.70,164.98,3.347,2460000.5,145.10,3.04
"271592 (2004 NZ18)",3.972,0.2788,5.03,180.85,131.61,2.864,2460000.5,120.07,2.98
"271598 (2004 OA4)",3.99,0.2119,8.44,166.95,144.33,3.145,2460000.5,127.37,3
"272145 (2005 NB21)",3.973,0.2572,5.95,15.75,310.01,2.951,2460000.5,63.37,2.99
"272210 (2005 QC31)",3.937,0.2206,8.09,71.53,264.78,3.069,2460000.5,81.29,3
"272227 (2005 QE74)",3.972,0.2497,9.36,193.82,125.35,2.980,2460000.5,99.45,2.98
"272297 (2005 SN24)",3.958,0.2971,8.73,105.17,220.33,2.782,2460000.5,100.08,2.96
"272417 (2005 TD76)",3.977,0.2762,10.22,100.31,223.98,2.879,2460000.5,92.95,2.96
"273283 (2006 RL18)",3.953,0.2345,3.62,48.90,296.99,3.026,2460000.5,52.18,3.01
"274013 (2007 QB10)",3.985,0.2631,8.89,176.49,214.19,2.937,2460000.5,313.72,2.97
"274032 (2007 RL124)",3.961,0.1830,3.08,27.13,80.29,3.236,2460000.5,241.16,3.03
"274056 (2007 TP24)",3.98,0.1312,2.74,127.70,269.08,3.458,2460000.5,331.15,3.04
"274060 (2007 TF111)",3.974,0.2603,11.42,330.82,56.16,2.940,2460000.5,333.05,2.96
"274344 (2008 RM35)",3.98,0.2689,5.73,186.37,246.14,2.910,2460000.5,249.59,2.98
"274543 (2008 SJ248)",3.943,0.1972,3.67,56.78,40.98,3.165,2460000.5,251.36,3.02
"274658 (2008 TY156)",3.969,0.1923,4.42,73.92,43.84,3.205,2460000.5,233.21,3.02
"274679 (2008 UO11)",3.986,0.2445,6.83,353.49,102.94,3.011,2460000.5,235.71,2.99
"274750 (2008 UT273)",3.959,0.0498,1.59,280.05,104.20,3.762,2460000.5,317.56,3.06
"274763 (2008 UR302)",3.936,0.1198,2.39,338.45,60.61,3.464,2460000.5,320.49,3.05
